0,1,2
1.7393533763877194,1.4592828106500335,1
2.282619587820661,2.0256790950249184,1
2.143607251606637,1.969528988759549,1
1.6728167209413245,1.7782403326897178,1
2.525030383897012,2.2928729768201985,1
2.805627046835942,1.864082554694213,1
2.26731036897466,2.065212796284861,1
0.9275892037680143,1.145181746178829,1
1.3882096514868012,2.184873528517353,1
1.9827570532953285,2.0579248029700805,1
2.0467708133682727,2.2382894155343784,1
2.285062462438911,2.213032831329428,1
2.204464860542601,1.9490498651934125,1
2.353721302470956,1.6603078182159738,1
1.9175591548843096,1.2235996456623963,1
1.6932704502537967,1.98296691992144,1
1.8462807427111363,1.9223445990871848,1
2.504013171189862,1.981055863971376,1
1.934146241089121,2.8955112727050483,1
1.9948963997215587,1.0193898261822234,1
1.4223453924591207,2.453990149928826,1
2.7920645859607625,2.272703770860533,1
1.7417430393039643,1.6672908481532214,1
2.433262663137183,2.1752186219711667,1
2.3912881785557167,1.4844744125567124,1
2.7509391542535417,3.1112742314419286,1
1.5774092029611344,1.1629459514515672,1
2.7448636336556707,2.519307188827905,1
1.5120555851007769,1.3941956127381678,1
1.7159654626428331,2.5757018156582325,1
2.748483081986002,2.393757846420072,1
2.3306639650721634,2.451367852406425,1
1.462179622623107,2.141480582604561,1
1.4516788793249995,1.7184846249236785,1
1.8169768692525,1.996061189779459,1
2.353187009370226,2.039085484439196,1
2.549615228291697,2.890788550945401,1
1.9475994823467733,1.7794136810805672,1
2.0762082604700027,2.230174573719943,1
2.209253886387216,2.739559030906859,1
1.8353567192253608,1.2704010901462146,1
2.08304259345108,2.4839550420320062,1
1.5757072531805258,1.7973664370176046,1
1.24196734211505,2.3056056401942966,1
2.3369731963234104,2.228251350015906,1
1.4678564282313928,2.3527731236444804,1
2.1698360091734847,1.9470834633650456,1
1.0622612037073087,2.6376641701120853,1
2.529775737379157,1.844509413283418,1
1.7988870462133106,1.86272665497155,1
2.8091724666537115,0.673249013565417,1
2.1969682581773053,2.4902396462520207,1
1.3295439974132637,2.4390035478441785,1
2.0483179192869847,2.0255633353824387,1
1.6475813709595009,2.3068709218355994,1
1.960843300690515,1.920218330262083,1
2.2588873945804435,1.3211358563812052,1
2.5537491626983493,3.037847201775889,1
2.242691377872361,1.672169352233222,1
2.2979846310804626,1.9984989406943956,1
2.26694179211136,1.8957333858109149,1
2.37589890664203,2.383020684558799,1
2.4248810688784364,1.5972791436226537,1
2.32173992640701,2.1639009208971856,1
1.997607982293678,1.0749740990594834,1
